"Subject","Cond","Skew","Trial","Label","PSize","NSize","Est"
221,1,"Pos",22,"b",50,70,31
221,1,"Pos",23,"f",90,130,69
221,1,"Pos",24,"d",70,110,50
221,1,"Pos",25,"a",40,40,26
221,1,"Pos",26,"i",160,160,113
221,1,"Pos",27,"g",100,140,88
222,2,"Pos",1,"a",40,40,30
222,2,"Pos",2,"h",130,150,117
222,2,"Pos",3,"d",70,110,71
222,2,"Pos",4,"e",80,120,86
222,2,"Pos",5,"b",50,70,63
222,2,"Pos",6,"c",60,100,81
222,2,"Pos",7,"f",90,130,97
222,2,"Pos",8,"g",100,140,116
222,2,"Pos",9,"i",160,160,147
222,2,"Pos",10,"a",40,40,42
222,2,"Pos",11,"d",70,110,89
222,2,"Pos",12,"h",130,150,118
222,2,"Pos",13,"i",160,160,152
222,2,"Pos",14,"g",100,140,117
222,2,"Pos",15,"b",50,70,55
222,2,"Pos",16,"c",60,100,73
222,2,"Pos",17,"e",80,120,96
222,2,"Pos",18,"f",90,130,110
222,2,"Pos",19,"c",60,100,78
222,2,"Pos",20,"g",100,140,116
222,2,"Pos",21,"i",160,160,145
222,2,"Pos",22,"f",90,130,105
222,2,"Pos",23,"h",130,150,125
222,2,"Pos",24,"a",40,40,40
222,2,"Pos",25,"e",80,120,94
222,2,"Pos",26,"d",70,110,82
222,2,"Pos",27,"b",50,70,48
1193,5,"Pos",1,"a",40,40,32
1193,5,"Pos",2,"i",160,160,188
1193,5,"Pos",3,"b",50,70,51
1193,5,"Pos",4,"f",90,130,113
1193,5,"Pos",5,"h",130,150,152
1193,5,"Pos",6,"d",70,110,94
1193,5,"Pos",7,"c",60,100,70
1193,5,"Pos",8,"e",80,120,98
1193,5,"Pos",9,"g",100,140,130
1193,5,"Pos",10,"d",70,110,85
1193,5,"Pos",11,"h",130,150,154
1193,5,"Pos",12,"g",100,140,133
1193,5,"Pos",13,"i",160,160,187
1193,5,"Pos",14,"f",90,130,115
1193,5,"Pos",15,"c",60,100,68
1193,5,"Pos",16,"b",50,70,49
1193,5,"Pos",17,"a",40,40,40
1193,5,"Pos",18,"e",80,120,105
1193,5,"Pos",19,"f",90,130,111
1193,5,"Pos",20,"g",100,140,124
1193,5,"Pos",21,"d",70,110,85
1193,5,"Pos",22,"h",130,150,155
1193,5,"Pos",23,"e",80,120,95
1193,5,"Pos",24,"i",160,160,187
1193,5,"Pos",25,"a",40,40,41
1193,5,"Pos",26,"c",60,100,63
1193,5,"Pos",27,"b",50,70,56
