"Subject","Cond","Skew","Trial","Psize","Nsize","Est"
199,3,"Neg",10,60,100,73
199,3,"Neg",11,70,110,111
199,3,"Neg",12,80,120,118
199,3,"Neg",13,100,140,136
199,3,"Neg",14,160,160,145
199,3,"Neg",15,90,130,135
199,3,"Neg",16,50,70,70
199,3,"Neg",17,130,150,147
199,3,"Neg",18,40,40,44
199,3,"Neg",19,50,70,76
199,3,"Neg",20,40,40,41
199,3,"Neg",21,70,110,102
199,3,"Neg",22,60,100,109
199,3,"Neg",23,80,120,111
199,3,"Neg",24,90,130,132
199,3,"Neg",25,100,140,139
199,3,"Neg",26,160,160,156
199,3,"Neg",27,130,150,170
200,4,"Neg",1,70,110,98
200,4,"Neg",2,160,160,156
200,4,"Neg",3,130,150,147
200,4,"Neg",4,100,140,135
200,4,"Neg",5,40,40,118
200,4,"Neg",6,90,130,126
200,4,"Neg",7,80,120,130
200,4,"Neg",8,60,100,108
200,4,"Neg",9,50,70,74
200,4,"Neg",10,160,160,155
200,4,"Neg",11,130,150,138
200,4,"Neg",12,80,120,119
200,4,"Neg",13,100,140,127
200,4,"Neg",14,60,100,105
200,4,"Neg",15,50,70,79
200,4,"Neg",16,70,110,95
200,4,"Neg",17,40,40,69
200,4,"Neg",18,90,130,111
200,4,"Neg",19,160,160,121
200,4,"Neg",20,70,110,122
200,4,"Neg",21,80,120,123
200,4,"Neg",22,90,130,124
200,4,"Neg",23,50,70,74
200,4,"Neg",24,100,140,125
200,4,"Neg",25,130,150,117
200,4,"Neg",26,60,100,126
200,4,"Neg",27,40,40,40
201,5,"Pos",1,50,70,56
201,5,"Pos",2,80,120,71
201,5,"Pos",3,70,110,77
201,5,"Pos",4,60,100,63
201,5,"Pos",5,40,40,47
201,5,"Pos",6,90,130,89
201,5,"Pos",7,160,160,164
201,5,"Pos",8,100,140,102
201,5,"Pos",9,130,150,113
201,5,"Pos",10,50,70,72
201,5,"Pos",11,40,40,46
201,5,"Pos",12,160,160,149
201,5,"Pos",13,70,110,78
201,5,"Pos",14,130,150,83
201,5,"Pos",15,100,140,86
201,5,"Pos",16,80,120,71
201,5,"Pos",17,60,100,60
201,5,"Pos",18,90,130,75
201,5,"Pos",19,50,70,66
201,5,"Pos",20,130,150,114
201,5,"Pos",21,90,130,94
201,5,"Pos",22,80,120,85
201,5,"Pos",23,60,100,82
201,5,"Pos",24,100,140,78
201,5,"Pos",25,70,110,63
201,5,"Pos",26,160,160,166
201,5,"Pos",27,40,40,50
202,6,"Pos",1,90,130,76
202,6,"Pos",2,100,140,99
202,6,"Pos",3,50,70,66
202,6,"Pos",4,160,160,180
202,6,"Pos",5,70,110,73
202,6,"Pos",6,80,120,86
202,6,"Pos",7,60,100,50
202,6,"Pos",8,130,150,140
202,6,"Pos",9,40,40,38
202,6,"Pos",10,100,140,73
202,6,"Pos",11,50,70,43
202,6,"Pos",12,60,100,43
202,6,"Pos",13,130,150,153
202,6,"Pos",14,40,40,40
202,6,"Pos",15,160,160,180
202,6,"Pos",16,70,110,43
202,6,"Pos",17,90,130,81
202,6,"Pos",18,80,120,78
202,6,"Pos",19,80,120,81
202,6,"Pos",20,50,70,50
202,6,"Pos",21,100,140,64
202,6,"Pos",22,70,110,65
202,6,"Pos",23,40,40,43
202,6,"Pos",24,60,100,48
202,6,"Pos",25,130,150,114
202,6,"Pos",26,160,160,163
202,6,"Pos",27,90,130,98
203,7,"Neg",1,90,130,110
203,7,"Neg",2,50,70,70
203,7,"Neg",3,160,160,169
203,7,"Neg",4,70,110,116
203,7,"Neg",5,100,140,127
203,7,"Neg",6,40,40,46
203,7,"Neg",7,80,120,107
203,7,"Neg",8,130,150,117
203,7,"Neg",9,60,100,103
203,7,"Neg",10,80,120,119
203,7,"Neg",11,160,160,148
203,7,"Neg",12,90,130,130
203,7,"Neg",13,70,110,102
203,7,"Neg",14,100,140,138
203,7,"Neg",15,50,70,60
203,7,"Neg",16,40,40,41
203,7,"Neg",17,130,150,111
203,7,"Neg",18,60,100,72
203,7,"Neg",19,40,40,45
203,7,"Neg",20,60,100,83
203,7,"Neg",21,130,150,180
203,7,"Neg",22,50,70,79
203,7,"Neg",23,70,110,104
203,7,"Neg",24,80,120,112
203,7,"Neg",25,100,140,126
203,7,"Neg",26,90,130,123
203,7,"Neg",27,160,160,147
204,8,"Neg",1,160,160,161
204,8,"Neg",2,40,40,43
204,8,"Neg",3,100,140,106
204,8,"Neg",4,50,70,74
204,8,"Neg",5,60,100,87
204,8,"Neg",6,130,150,113
204,8,"Neg",7,70,110,93
204,8,"Neg",8,90,130,129
204,8,"Neg",9,80,120,110
204,8,"Neg",10,70,110,98
204,8,"Neg",11,50,70,87
204,8,"Neg",12,40,40,50
204,8,"Neg",13,100,140,168
204,8,"Neg",14,160,160,159
204,8,"Neg",15,80,120,126
204,8,"Neg",16,90,130,137
204,8,"Neg",17,130,150,149
204,8,"Neg",18,60,100,120
204,8,"Neg",19,80,120,143
204,8,"Neg",20,130,150,156
204,8,"Neg",21,50,70,92
204,8,"Neg",22,90,130,124
204,8,"Neg",23,60,100,128
204,8,"Neg",24,40,40,32
204,8,"Neg",25,100,140,127
204,8,"Neg",26,70,110,124
204,8,"Neg",27,160,160,115
205,1,"Pos",1,130,150,90
205,1,"Pos",2,60,100,56
205,1,"Pos",3,50,70,48
205,1,"Pos",4,100,140,82
205,1,"Pos",5,160,160,136
205,1,"Pos",6,90,130,75
205,1,"Pos",7,40,40,49
205,1,"Pos",8,70,110,71
205,1,"Pos",9,80,120,77
205,1,"Pos",10,90,130,85
205,1,"Pos",11,160,160,139
205,1,"Pos",12,60,100,64
205,1,"Pos",13,80,120,77
205,1,"Pos",14,100,140,99
205,1,"Pos",15,130,150,120
205,1,"Pos",16,50,70,58
205,1,"Pos",17,40,40,43
205,1,"Pos",18,70,110,75
205,1,"Pos",19,50,70,48
205,1,"Pos",20,90,130,87
205,1,"Pos",21,70,110,68
205,1,"Pos",22,80,120,53
205,1,"Pos",23,60,100,80
205,1,"Pos",24,100,140,95
205,1,"Pos",25,40,40,51
205,1,"Pos",26,160,160,97
205,1,"Pos",27,130,150,125
206,2,"Pos",1,80,120,82
206,2,"Pos",2,90,130,88
206,2,"Pos",3,160,160,150
206,2,"Pos",4,130,150,133
206,2,"Pos",5,60,100,77
206,2,"Pos",6,50,70,62
206,2,"Pos",7,70,110,72
206,2,"Pos",8,100,140,103
206,2,"Pos",9,40,40,53
206,2,"Pos",10,130,150,129
206,2,"Pos",11,160,160,153
206,2,"Pos",12,60,100,70
206,2,"Pos",13,50,70,63
206,2,"Pos",14,40,40,53
206,2,"Pos",15,90,130,94
206,2,"Pos",16,100,140,114
206,2,"Pos",17,70,110,93
206,2,"Pos",18,80,120,87
206,2,"Pos",19,70,110,87
206,2,"Pos",20,160,160,170
206,2,"Pos",21,80,120,116
206,2,"Pos",22,130,150,138
206,2,"Pos",23,90,130,118
206,2,"Pos",24,50,70,81
206,2,"Pos",25,100,140,121
206,2,"Pos",26,60,100,73
206,2,"Pos",27,40,40,55
207,3,"Neg",1,40,40,42
207,3,"Neg",2,100,140,101
207,3,"Neg",3,130,150,115
207,3,"Neg",4,90,130,116
207,3,"Neg",5,80,120,116
207,3,"Neg",6,60,100,99
207,3,"Neg",7,70,110,112
207,3,"Neg",8,50,70,77
207,3,"Neg",9,160,160,124
207,3,"Neg",10,100,140,124
207,3,"Neg",11,80,120,109
207,3,"Neg",12,50,70,66
207,3,"Neg",13,90,130,111
207,3,"Neg",14,60,100,97
207,3,"Neg",15,160,160,140
207,3,"Neg",16,40,40,43
207,3,"Neg",17,130,150,131
207,3,"Neg",18,70,110,116
207,3,"Neg",19,60,100,103
207,3,"Neg",20,160,160,128
207,3,"Neg",21,50,70,68
207,3,"Neg",22,70,110,86
207,3,"Neg",23,100,140,116
207,3,"Neg",24,130,150,128
207,3,"Neg",25,90,130,125
207,3,"Neg",26,80,120,127
207,3,"Neg",27,40,40,41
208,4,"Neg",1,80,120,98
208,4,"Neg",2,60,100,104
208,4,"Neg",3,70,110,112
208,4,"Neg",4,130,150,137
208,4,"Neg",5,90,130,121
208,4,"Neg",6,100,140,150
208,4,"Neg",7,160,160,171
208,4,"Neg",8,40,40,42
208,4,"Neg",9,50,70,63
208,4,"Neg",10,80,120,94
208,4,"Neg",11,60,100,89
208,4,"Neg",12,40,40,46
208,4,"Neg",13,70,110,99
208,4,"Neg",14,50,70,73
208,4,"Neg",15,100,140,112
208,4,"Neg",16,160,160,152
208,4,"Neg",17,130,150,147
208,4,"Neg",18,90,130,126
208,4,"Neg",19,50,70,69
208,4,"Neg",20,40,40,46
208,4,"Neg",21,70,110,94
208,4,"Neg",22,60,100,115
208,4,"Neg",23,80,120,114
208,4,"Neg",24,90,130,114
208,4,"Neg",25,100,140,128
208,4,"Neg",26,130,150,136
208,4,"Neg",27,160,160,148
209,5,"Pos",1,40,40,40
209,5,"Pos",2,160,160,125
209,5,"Pos",3,60,100,57
209,5,"Pos",4,50,70,44
209,5,"Pos",5,90,130,63
209,5,"Pos",6,80,120,66
209,5,"Pos",7,70,110,61
209,5,"Pos",8,130,150,91
209,5,"Pos",9,100,140,81
209,5,"Pos",10,80,120,70
209,5,"Pos",11,90,130,75
209,5,"Pos",12,130,150,117
209,5,"Pos",13,160,160,137
209,5,"Pos",14,40,40,43
209,5,"Pos",15,100,140,75
209,5,"Pos",16,50,70,44
209,5,"Pos",17,70,110,54
209,5,"Pos",18,60,100,62
209,5,"Pos",19,90,130,71
209,5,"Pos",20,100,140,80
209,5,"Pos",21,160,160,143
209,5,"Pos",22,70,110,73
209,5,"Pos",23,50,70,48
209,5,"Pos",24,60,100,70
209,5,"Pos",25,40,40,31
209,5,"Pos",26,130,150,78
209,5,"Pos",27,80,120,73
210,6,"Pos",1,80,120,76
210,6,"Pos",2,100,140,85
210,6,"Pos",3,90,130,88
210,6,"Pos",4,70,110,58
210,6,"Pos",5,40,40,41
210,6,"Pos",6,130,150,93
210,6,"Pos",7,160,160,160
210,6,"Pos",8,50,70,56
210,6,"Pos",9,60,100,54
210,6,"Pos",10,100,140,77
210,6,"Pos",11,40,40,40
210,6,"Pos",12,80,120,63
210,6,"Pos",13,60,100,61
210,6,"Pos",14,90,130,74
210,6,"Pos",15,70,110,68
210,6,"Pos",16,160,160,115
210,6,"Pos",17,130,150,96
210,6,"Pos",18,50,70,63
210,6,"Pos",19,60,100,44
210,6,"Pos",20,50,70,49
210,6,"Pos",21,80,120,69
210,6,"Pos",22,130,150,86
210,6,"Pos",23,100,140,84
210,6,"Pos",24,70,110,73
210,6,"Pos",25,40,40,42
210,6,"Pos",26,160,160,145
210,6,"Pos",27,90,130,80
211,7,"Neg",1,80,120,135
211,7,"Neg",2,160,160,169
211,7,"Neg",3,60,100,100
211,7,"Neg",4,90,130,133
211,7,"Neg",5,70,110,109
211,7,"Neg",6,130,150,142
211,7,"Neg",7,100,140,137
211,7,"Neg",8,50,70,83
211,7,"Neg",9,40,40,37
211,7,"Neg",10,70,110,105
211,7,"Neg",11,50,70,88
211,7,"Neg",12,90,130,127
211,7,"Neg",13,80,120,118
211,7,"Neg",14,160,160,161
211,7,"Neg",15,40,40,39
211,7,"Neg",16,130,150,138
211,7,"Neg",17,100,140,146
211,7,"Neg",18,60,100,102
211,7,"Neg",19,40,40,38
211,7,"Neg",20,70,110,103
211,7,"Neg",21,50,70,82
211,7,"Neg",22,130,150,163
211,7,"Neg",23,60,100,132
211,7,"Neg",24,90,130,134
211,7,"Neg",25,80,120,111
211,7,"Neg",26,160,160,148
211,7,"Neg",27,100,140,154
212,8,"Neg",1,80,120,135
212,8,"Neg",2,50,70,63
212,8,"Neg",3,70,110,180
212,8,"Neg",4,90,130,101
212,8,"Neg",5,100,140,125
212,8,"Neg",6,130,150,151
212,8,"Neg",7,60,100,97
212,8,"Neg",8,40,40,37
212,8,"Neg",9,160,160,161
212,8,"Neg",10,90,130,105
212,8,"Neg",11,100,140,133
212,8,"Neg",12,50,70,107
212,8,"Neg",13,130,150,132
212,8,"Neg",14,160,160,137
212,8,"Neg",15,40,40,33
212,8,"Neg",16,70,110,73
212,8,"Neg",17,60,100,89
212,8,"Neg",18,80,120,100
212,8,"Neg",19,100,140,126
212,8,"Neg",20,70,110,119
212,8,"Neg",21,50,70,81
212,8,"Neg",22,40,40,43
212,8,"Neg",23,90,130,75
212,8,"Neg",24,160,160,109
212,8,"Neg",25,80,120,128
212,8,"Neg",26,130,150,110
212,8,"Neg",27,60,100,91
213,1,"Pos",1,60,100,48
213,1,"Pos",2,40,40,42
213,1,"Pos",3,90,130,78
213,1,"Pos",4,130,150,121
213,1,"Pos",5,70,110,69
213,1,"Pos",6,80,120,73
213,1,"Pos",7,160,160,130
213,1,"Pos",8,50,70,54
213,1,"Pos",9,100,140,82
213,1,"Pos",10,60,100,54
213,1,"Pos",11,160,160,129
213,1,"Pos",12,90,130,81
213,1,"Pos",13,80,120,74
213,1,"Pos",14,70,110,58
213,1,"Pos",15,130,150,69
213,1,"Pos",16,40,40,52
213,1,"Pos",17,50,70,56
213,1,"Pos",18,100,140,72
213,1,"Pos",19,60,100,52
213,1,"Pos",20,50,70,50
213,1,"Pos",21,90,130,74
213,1,"Pos",22,160,160,99
213,1,"Pos",23,100,140,91
213,1,"Pos",24,130,150,117
213,1,"Pos",25,40,40,78
213,1,"Pos",26,80,120,68
213,1,"Pos",27,70,110,70
214,2,"Pos",1,160,160,159
214,2,"Pos",2,100,140,98
214,2,"Pos",3,90,130,86
214,2,"Pos",4,70,110,62
214,2,"Pos",5,80,120,72
214,2,"Pos",6,60,100,56
214,2,"Pos",7,50,70,45
214,2,"Pos",8,40,40,41
214,2,"Pos",9,130,150,116
214,2,"Pos",10,80,120,86
214,2,"Pos",11,160,160,155
214,2,"Pos",12,70,110,77
214,2,"Pos",13,60,100,64
214,2,"Pos",14,100,140,91
214,2,"Pos",15,90,130,100
214,2,"Pos",16,40,40,50
214,2,"Pos",17,50,70,51
214,2,"Pos",18,130,150,100
214,2,"Pos",19,50,70,63
214,2,"Pos",20,100,140,105
214,2,"Pos",21,80,120,93
214,2,"Pos",22,130,150,111
214,2,"Pos",23,70,110,76
214,2,"Pos",24,160,160,157
214,2,"Pos",25,40,40,53
214,2,"Pos",26,60,100,58
214,2,"Pos",27,90,130,69
215,3,"Neg",1,50,70,69
215,3,"Neg",2,130,150,132
215,3,"Neg",3,60,100,91
215,3,"Neg",4,160,160,149
215,3,"Neg",5,40,40,46
215,3,"Neg",6,100,140,89
215,3,"Neg",7,90,130,113
215,3,"Neg",8,70,110,121
215,3,"Neg",9,80,120,107
215,3,"Neg",10,70,110,119
215,3,"Neg",11,160,160,148
215,3,"Neg",12,50,70,62
215,3,"Neg",13,40,40,39
215,3,"Neg",14,100,140,104
215,3,"Neg",15,90,130,120
215,3,"Neg",16,60,100,103
215,3,"Neg",17,130,150,122
215,3,"Neg",18,80,120,124
215,3,"Neg",19,40,40,43
215,3,"Neg",20,60,100,74
215,3,"Neg",21,130,150,104
215,3,"Neg",22,50,70,54
215,3,"Neg",23,160,160,148
215,3,"Neg",24,100,140,141
215,3,"Neg",25,90,130,129
215,3,"Neg",26,70,110,92
215,3,"Neg",27,80,120,105
216,4,"Neg",1,50,70,69
216,4,"Neg",2,100,140,96
216,4,"Neg",3,90,130,137
216,4,"Neg",4,70,110,86
216,4,"Neg",5,40,40,48
216,4,"Neg",6,130,150,158
216,4,"Neg",7,160,160,186
216,4,"Neg",8,60,100,84
216,4,"Neg",9,80,120,121
216,4,"Neg",10,40,40,45
216,4,"Neg",11,50,70,86
216,4,"Neg",12,160,160,122
216,4,"Neg",13,80,120,109
216,4,"Neg",14,60,100,104
216,4,"Neg",15,70,110,115
216,4,"Neg",16,90,130,114
216,4,"Neg",17,100,140,150
216,4,"Neg",18,130,150,163
216,4,"Neg",19,50,70,91
216,4,"Neg",20,160,160,128
216,4,"Neg",21,100,140,127
216,4,"Neg",22,60,100,95
216,4,"Neg",23,70,110,106
216,4,"Neg",24,130,150,146
216,4,"Neg",25,40,40,51
216,4,"Neg",26,80,120,100
216,4,"Neg",27,90,130,59
217,5,"Pos",1,80,120,79
217,5,"Pos",2,70,110,59
217,5,"Pos",3,130,150,88
217,5,"Pos",4,100,140,74
217,5,"Pos",5,160,160,141
217,5,"Pos",6,90,130,94
217,5,"Pos",7,40,40,44
217,5,"Pos",8,60,100,54
217,5,"Pos",9,50,70,48
217,5,"Pos",10,80,120,77
217,5,"Pos",11,50,70,50
217,5,"Pos",12,40,40,54
217,5,"Pos",13,60,100,57
217,5,"Pos",14,90,130,75
217,5,"Pos",15,70,110,66
217,5,"Pos",16,100,140,80
217,5,"Pos",17,130,150,102
217,5,"Pos",18,160,160,159
217,5,"Pos",19,50,70,81
217,5,"Pos",20,160,160,142
217,5,"Pos",21,70,110,93
217,5,"Pos",22,90,130,100
217,5,"Pos",23,130,150,158
217,5,"Pos",24,80,120,102
217,5,"Pos",25,60,100,94
217,5,"Pos",26,100,140,104
217,5,"Pos",27,40,40,55
218,6,"Pos",1,60,100,50
218,6,"Pos",2,90,130,79
218,6,"Pos",3,130,150,93
218,6,"Pos",4,40,40,43
218,6,"Pos",5,100,140,71
218,6,"Pos",6,80,120,68
218,6,"Pos",7,160,160,149
218,6,"Pos",8,50,70,52
218,6,"Pos",9,70,110,63
218,6,"Pos",10,40,40,42
218,6,"Pos",11,80,120,64
218,6,"Pos",12,90,130,79
218,6,"Pos",13,100,140,82
218,6,"Pos",14,60,100,66
218,6,"Pos",15,50,70,45
218,6,"Pos",16,70,110,68
218,6,"Pos",17,160,160,157
218,6,"Pos",18,130,150,143
218,6,"Pos",19,100,140,110
218,6,"Pos",20,60,100,63
218,6,"Pos",21,160,160,150
218,6,"Pos",22,130,150,145
218,6,"Pos",23,70,110,79
218,6,"Pos",24,90,130,91
218,6,"Pos",25,80,120,101
218,6,"Pos",26,50,70,58
218,6,"Pos",27,40,40,46
219,7,"Neg",1,90,130,124
219,7,"Neg",2,60,100,103
219,7,"Neg",3,130,150,134
219,7,"Neg",4,160,160,157
219,7,"Neg",5,70,110,97
219,7,"Neg",6,50,70,158
219,7,"Neg",7,100,140,129
219,7,"Neg",8,40,40,47
219,7,"Neg",9,80,120,116
219,7,"Neg",10,100,140,123
219,7,"Neg",11,80,120,90
219,7,"Neg",12,40,40,54
219,7,"Neg",13,130,150,136
219,7,"Neg",14,90,130,118
219,7,"Neg",15,160,160,130
219,7,"Neg",16,50,70,66
219,7,"Neg",17,70,110,95
219,7,"Neg",18,60,100,97
219,7,"Neg",19,100,140,88
219,7,"Neg",20,50,70,73
219,7,"Neg",21,60,100,79
219,7,"Neg",22,90,130,122
219,7,"Neg",23,70,110,95
219,7,"Neg",24,80,120,99
219,7,"Neg",25,160,160,180
219,7,"Neg",26,40,40,36
219,7,"Neg",27,130,150,132
220,8,"Neg",1,100,140,132
220,8,"Neg",2,160,160,163
220,8,"Neg",3,50,70,78
220,8,"Neg",4,80,120,98
220,8,"Neg",5,130,150,111
220,8,"Neg",6,40,40,38
220,8,"Neg",7,60,100,84
220,8,"Neg",8,90,130,109
220,8,"Neg",9,70,110,94
220,8,"Neg",10,70,110,92
220,8,"Neg",11,160,160,149
220,8,"Neg",12,50,70,70
220,8,"Neg",13,40,40,40
220,8,"Neg",14,130,150,116
220,8,"Neg",15,90,130,108
220,8,"Neg",16,60,100,102
220,8,"Neg",17,80,120,114
220,8,"Neg",18,100,140,124
220,8,"Neg",19,80,120,117
220,8,"Neg",20,50,70,80
220,8,"Neg",21,40,40,44
220,8,"Neg",22,130,150,127
220,8,"Neg",23,70,110,126
220,8,"Neg",24,160,160,144
220,8,"Neg",25,60,100,111
220,8,"Neg",26,100,140,127
220,8,"Neg",27,90,130,137
221,1,"Pos",1,40,40,33
221,1,"Pos",2,130,150,90
221,1,"Pos",3,60,100,55
221,1,"Pos",4,160,160,116
221,1,"Pos",5,90,130,84
221,1,"Pos",6,50,70,51
221,1,"Pos",7,70,110,74
221,1,"Pos",8,80,120,80
221,1,"Pos",9,100,140,97
221,1,"Pos",10,70,110,80
221,1,"Pos",11,60,100,61
221,1,"Pos",12,100,140,88
221,1,"Pos",13,130,150,124
221,1,"Pos",14,40,40,43
221,1,"Pos",15,50,70,47
221,1,"Pos",16,90,130,77
221,1,"Pos",17,80,120,85
221,1,"Pos",18,160,160,137
221,1,"Pos",19,90,130,91
221,1,"Pos",20,160,160,157
221,1,"Pos",21,100,140,95
221,1,"Pos",22,70,110,70
221,1,"Pos",23,40,40,48
221,1,"Pos",24,60,100,71
221,1,"Pos",25,130,150,113
221,1,"Pos",26,50,70,48
221,1,"Pos",27,80,120,82
222,2,"Pos",1,160,160,124
222,2,"Pos",2,80,120,73
222,2,"Pos",3,70,110,71
222,2,"Pos",4,90,130,85
222,2,"Pos",5,130,150,98
222,2,"Pos",6,40,40,45
222,2,"Pos",7,60,100,69
222,2,"Pos",8,100,140,90
222,2,"Pos",9,50,70,51
222,2,"Pos",10,80,120,78
222,2,"Pos",11,130,150,123
222,2,"Pos",12,50,70,57
222,2,"Pos",13,40,40,47
222,2,"Pos",14,90,130,80
222,2,"Pos",15,100,140,95
222,2,"Pos",16,60,100,58
222,2,"Pos",17,160,160,152
222,2,"Pos",18,70,110,68
222,2,"Pos",19,130,150,112
222,2,"Pos",20,40,40,50
222,2,"Pos",21,100,140,87
222,2,"Pos",22,80,120,70
222,2,"Pos",23,160,160,153
222,2,"Pos",24,90,130,111
222,2,"Pos",25,70,110,81
222,2,"Pos",26,60,100,59
222,2,"Pos",27,50,70,62
1193,5,"Pos",1,50,70,48
1193,5,"Pos",2,70,110,63
1193,5,"Pos",3,80,120,79
1193,5,"Pos",4,100,140,100
1193,5,"Pos",5,40,40,48
1193,5,"Pos",6,130,150,133
1193,5,"Pos",7,60,100,76
1193,5,"Pos",8,90,130,91
1193,5,"Pos",9,160,160,180
1193,5,"Pos",10,130,150,146
1193,5,"Pos",11,70,110,107
1193,5,"Pos",12,50,70,57
1193,5,"Pos",13,40,40,41
1193,5,"Pos",14,90,130,88
1193,5,"Pos",15,80,120,68
1193,5,"Pos",16,100,140,111
1193,5,"Pos",17,160,160,163
1193,5,"Pos",18,60,100,83
1193,5,"Pos",19,90,130,93
1193,5,"Pos",20,70,110,71
1193,5,"Pos",21,130,150,117
1193,5,"Pos",22,40,40,61
1193,5,"Pos",23,100,140,110
1193,5,"Pos",24,60,100,83
1193,5,"Pos",25,80,120,95
1193,5,"Pos",26,50,70,59
1193,5,"Pos",27,160,160,169
